['INFO ]2024-03-30 13:00:11,982(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-30 23:55:15,953(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-30 23:55:15,953(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-31 06:10:28,563(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-31 06:10:32,237(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg3OTgzMSwiZXhwIjoxNzExOTA4NjMxfQ.r1db0h84TIkGZy9BH2gCJKa5p1KR7XYEoT9jeVCng70B8pA3S8tp7XxI8_WCTY-CrJG8y1l9zwjP44xYrB6QNA
['INFO ]2024-03-31 06:10:33,035(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-31 06:10:33,450(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-31 06:10:35,350(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-31 06:10:35,383(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-31 06:10:35,388(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-31 06:10:35,712(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-31 06:10:35,712(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-31 06:10:35,719(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-31 06:10:35,943(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-31 06:10:35,943(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-31 06:10:35,943(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-31 06:20:34,105(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-31 06:20:37,311(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg4MDQzNiwiZXhwIjoxNzExOTA5MjM2fQ.qLpWiqYabl0jKxSPa7bl454pj32CmsxNye3yvEbJpUkVk6UiWukDHGltlRGThhFQiebcsZNcquFGtm6weyaK-Q
['INFO ]2024-03-31 06:20:38,173(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-31 06:20:38,380(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-31 06:20:40,032(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-31 06:20:40,069(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-31 06:20:40,079(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-31 06:20:40,399(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-31 06:20:40,400(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-31 06:20:40,408(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-31 06:20:40,630(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-31 06:20:40,630(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-31 06:20:40,630(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-31 06:22:45,147(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-31 06:22:48,265(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg4MDU2NywiZXhwIjoxNzExOTA5MzY3fQ.gEwO4GBCowrUGoW3Lk8v4xyzQsvZaGzGnF6xOldsBMGw6BH13fZlUWYX8HxJcNfL2fQ7HPAC-zdzGkmc0ek-mg
['INFO ]2024-03-31 06:22:49,023(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-31 06:25:23,793(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-31 06:25:27,207(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg4MDcyNiwiZXhwIjoxNzExOTA5NTI2fQ.XYtPLSzNM5J8DxbwQK38V6cr1YGHxsv42XTNoyGxyAALV87f6lSugCy2s6uZS4VV1MSWtKVjf8OFobfOY_ws5A
['INFO ]2024-03-31 06:25:28,133(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-31 06:25:28,628(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-userId got created :U1708
['INFO ]2024-03-31 06:40:50,676(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-31 06:40:53,774(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg4MTY1MiwiZXhwIjoxNzExOTEwNDUyfQ.O7Mo2uBjZtJutTNbTO1d21lHDffkyuQqK7P0YJ7wgup_j6nvOAaJ3WMqYjT3jfpvoFuYX5oXu06iy-ppp1xL5w
['INFO ]2024-03-31 06:40:54,654(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-31 06:40:55,108(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-userId got created :U1711
['INFO ]2024-03-31 06:40:55,155(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-31 06:40:56,781(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-31 06:40:56,818(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-31 06:40:56,826(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-31 06:40:57,185(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :Canada-Citizen
['INFO ]2024-03-31 06:40:57,186(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-31 06:40:57,187(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-31 06:40:57,192(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
['INFO ]2024-03-31 06:40:57,407(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :null
['INFO ]2024-03-31 06:40:57,407(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----Updated user by Rolestatus----
['INFO ]2024-03-31 06:40:57,408(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 404
['INFO ]2024-03-31 06:49:10,253(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-Post Request sent with valid request body
['INFO ]2024-03-31 06:49:13,404(yyyy-MM-ddHH:mm:ss.SSS][main]UserLogin.java1)-----User successfully created token------:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJudW1weW5pbmphQGdtYWlsLmNvbSIsImlhdCI6MTcxMTg4MjE1MiwiZXhwIjoxNzExOTEwOTUyfQ.SO3MMH7oxBPJSlvdhotCY5Sva_yxyfTuWekt-2Jp5SNAPTAXcg8fhlyzQKFWFbhj33uOb7bDBTxgIjtvwkDSCw
['INFO ]2024-03-31 06:49:14,236(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request sent with valid Endpoint and request body
['INFO ]2024-03-31 06:49:14,827(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-userId got created :U1712
['INFO ]2024-03-31 06:49:14,882(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Request for Get All users by RoleId v2
['INFO ]2024-03-31 06:49:16,620(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-31 06:49:16,656(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-31 06:49:16,665(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Admin Id---
['INFO ]2024-03-31 06:49:16,988(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-updated userVisaStatus :Canada-Citizen
['INFO ]2024-03-31 06:49:16,988(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-Response Status is= 200
['INFO ]2024-03-31 06:49:16,990(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)-User request is successful
['INFO ]2024-03-31 06:49:16,995(yyyy-MM-ddHH:mm:ss.SSS][main]UserModule.java1)----update user by Rolestatus---
